time,entityID,position,atDestination,Activity,Language
Text:32506398030000,Text:Blanch,de.nec.nle.siafu.model.Position:26.789358979619315#-17.33327943396035,BooleanType:true,Text:Walking,Text:English
Text:32506398030000,Text:Wukong,de.nec.nle.siafu.model.Position:37.64502862514079#-40.75886374142078,BooleanType:true,Text:Walking,Text:English
Text:32506398030000,Text:Sheila,de.nec.nle.siafu.model.Position:37.64502862514079#-40.75886374142078,BooleanType:true,Text:Walking,Text:Spanish
Text:32506398030000,Text:Florante,de.nec.nle.siafu.model.Position:37.64502862514079#-40.75886374142078,BooleanType:true,Text:Walking,Text:English
Text:32506398030000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506398030000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.081530069363957#0.35999981560972394,BooleanType:true,Text:Walking,Text:English
Text:32506398030000,Text:Meena,de.nec.nle.siafu.model.Position:26.789358979619315#-17.33327943396035,BooleanType:true,Text:Walking,Text:English
Text:32506398030000,Text:Farda,de.nec.nle.siafu.model.Position:26.789358979619315#-17.33327943396035,BooleanType:true,Text:Walking,Text:Spanish
Text:32506398030000,Text:Postman,de.nec.nle.siafu.model.Position:27.430159498658696#-18.02801140222789,BooleanType:false,Text:Walking,Text:Russian
Text:32506398030000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506398360000,Text:Blanch,de.nec.nle.siafu.model.Position:28.367870121505945#-18.569414764148938,BooleanType:true,Text:Walking,Text:English
Text:32506398360000,Text:Wukong,de.nec.nle.siafu.model.Position:39.17666476702742#-42.07618657160937,BooleanType:true,Text:Walking,Text:English
Text:32506398360000,Text:Sheila,de.nec.nle.siafu.model.Position:39.36416476702742#-41.751436571609375,BooleanType:true,Text:Walking,Text:Spanish
Text:32506398360000,Text:Florante,de.nec.nle.siafu.model.Position:38.79378205941167#-42.01750003430236,BooleanType:true,Text:Walking,Text:English
Text:32506398360000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506398360000,Text:Yanyan,de.nec.nle.siafu.model.Position:10.472435899826962#-0.11830883361834132,BooleanType:true,Text:Walking,Text:English
Text:32506398360000,Text:Meena,de.nec.nle.siafu.model.Position:27.406721998658696#-18.068605152227892,BooleanType:true,Text:Walking,Text:English
Text:32506398360000,Text:Farda,de.nec.nle.siafu.model.Position:28.320995121505945#-18.65060226414894,BooleanType:true,Text:Walking,Text:Spanish
Text:32506398360000,Text:Postman,de.nec.nle.siafu.model.Position:37.557476349978494#-24.308198383359414,BooleanType:false,Text:Walking,Text:Russian
Text:32506398360000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506398690000,Text:Blanch,de.nec.nle.siafu.model.Position:30.13388126339258#-19.480800094337525,BooleanType:true,Text:Walking,Text:English
Text:32506398690000,Text:Wukong,de.nec.nle.siafu.model.Position:40.130035493682556#-42.95138632718393,BooleanType:true,Text:Walking,Text:English
Text:32506398690000,Text:Sheila,de.nec.nle.siafu.model.Position:39.59853976702742#-41.345499071609375,BooleanType:true,Text:Walking,Text:Spanish
Text:32506398690000,Text:Florante,de.nec.nle.siafu.model.Position:38.40312195560379#-42.33320364064885,BooleanType:true,Text:Walking,Text:English
Text:32506398690000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506398690000,Text:Yanyan,de.nec.nle.siafu.model.Position:10.058338296019087#-0.47460618996483284,BooleanType:true,Text:Walking,Text:English
Text:32506398690000,Text:Meena,de.nec.nle.siafu.model.Position:26.83633929104294#-18.334668614920872,BooleanType:true,Text:Walking,Text:English
Text:32506398690000,Text:Farda,de.nec.nle.siafu.model.Position:29.78231876339258#-20.08970634433752,BooleanType:true,Text:Walking,Text:Spanish
Text:32506398690000,Text:Postman,de.nec.nle.siafu.model.Position:40.38658425659902#-29.51393490565764,BooleanType:false,Text:Walking,Text:Russian
Text:32506398690000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506399020000,Text:Blanch,de.nec.nle.siafu.model.Position:31.923329905279218#-20.351591674526112,BooleanType:true,Text:Walking,Text:English
Text:32506399020000,Text:Wukong,de.nec.nle.siafu.model.Position:38.15308685179591#-42.40534474699533,BooleanType:true,Text:Walking,Text:English
Text:32506399020000,Text:Sheila,de.nec.nle.siafu.model.Position:39.85635226702742#-40.898967821609375,BooleanType:true,Text:Walking,Text:Spanish
Text:32506399020000,Text:Florante,de.nec.nle.siafu.model.Position:37.496626228948664#-41.37681638507429,BooleanType:true,Text:Walking,Text:English
Text:32506399020000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506399020000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.816080588403338#-0.1723571526578187,BooleanType:true,Text:Walking,Text:English
Text:32506399020000,Text:Meena,de.nec.nle.siafu.model.Position:25.09376564915631#-17.382689534732283,BooleanType:true,Text:Walking,Text:English
Text:32506399020000,Text:Farda,de.nec.nle.siafu.model.Position:31.243642405279218#-21.52881042452611,BooleanType:true,Text:Walking,Text:Spanish
Text:32506399020000,Text:Postman,de.nec.nle.siafu.model.Position:35.58893697282575#-29.88322674528046,BooleanType:false,Text:Walking,Text:Russian
Text:32506399020000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506399350000,Text:Blanch,de.nec.nle.siafu.model.Position:33.54871604716585#-21.5065395047147,BooleanType:true,Text:Walking,Text:English
Text:32506399350000,Text:Wukong,de.nec.nle.siafu.model.Position:38.20784455941167#-43.032343784302356,BooleanType:true,Text:Walking,Text:English
Text:32506399350000,Text:Sheila,de.nec.nle.siafu.model.Position:38.53575893656441#-40.29887792238131,BooleanType:true,Text:Walking,Text:Spanish
Text:32506399350000,Text:Florante,de.nec.nle.siafu.model.Position:39.28607487083529#-42.24760796526287,BooleanType:true,Text:Walking,Text:English
Text:32506399350000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506399350000,Text:Yanyan,de.nec.nle.siafu.model.Position:10.027018088403338#0.19298659734218226,BooleanType:true,Text:Walking,Text:English
Text:32506399350000,Text:Meena,de.nec.nle.siafu.model.Position:23.398067007269674#-16.349522954543694,BooleanType:true,Text:Walking,Text:English
Text:32506399350000,Text:Farda,de.nec.nle.siafu.model.Position:32.533020839550105#-22.543884217407687,BooleanType:true,Text:Walking,Text:Spanish
Text:32506399350000,Text:Postman,de.nec.nle.siafu.model.Position:40.32468102133291#-35.756786097767275,BooleanType:false,Text:Walking,Text:Russian
Text:32506399350000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506399680000,Text:Blanch,de.nec.nle.siafu.model.Position:35.119344481436734#-22.034488297596273,BooleanType:true,Text:Walking,Text:English
Text:32506399680000,Text:Wukong,de.nec.nle.siafu.model.Position:38.903297474643175#-43.27149810891639,BooleanType:true,Text:Walking,Text:English
Text:32506399680000,Text:Sheila,de.nec.nle.siafu.model.Position:38.27794643656441#-40.7454091723813,BooleanType:true,Text:Walking,Text:Spanish
Text:32506399680000,Text:Florante,de.nec.nle.siafu.model.Position:41.07552351272193#-43.11839954545147,BooleanType:true,Text:Walking,Text:English
Text:32506399680000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506399680000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.284444446516702#1.1449656775307702,BooleanType:true,Text:Walking,Text:English
Text:32506399680000,Text:Meena,de.nec.nle.siafu.model.Position:21.514868365383045#-15.641106374355108,BooleanType:true,Text:Walking,Text:English
Text:32506399680000,Text:Farda,de.nec.nle.siafu.model.Position:32.32197802812647#-21.82665128644716,BooleanType:true,Text:Walking,Text:Spanish
Text:32506399680000,Text:Postman,de.nec.nle.siafu.model.Position:38.77780602133291#-38.43597359776727,BooleanType:false,Text:Walking,Text:Russian
Text:32506399680000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506400010000,Text:Blanch,de.nec.nle.siafu.model.Position:36.95566812332336#-22.82409237778486,BooleanType:true,Text:Walking,Text:English
Text:32506400010000,Text:Wukong,de.nec.nle.siafu.model.Position:38.37968445560379#-42.373797390648846,BooleanType:true,Text:Walking,Text:English
Text:32506400010000,Text:Sheila,de.nec.nle.siafu.model.Position:37.08231800229353#-39.56796037949974,BooleanType:true,Text:Walking,Text:Spanish
Text:32506400010000,Text:Florante,de.nec.nle.siafu.model.Position:42.04444903176131#-43.24481901371901,BooleanType:true,Text:Walking,Text:English
Text:32506400010000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506400010000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.128159342708827#1.2351995711842818,BooleanType:true,Text:Walking,Text:English
Text:32506400010000,Text:Meena,de.nec.nle.siafu.model.Position:19.655107223496408#-14.892096044166522,BooleanType:true,Text:Walking,Text:English
Text:32506400010000,Text:Farda,de.nec.nle.siafu.model.Position:30.837216886239837#-20.428140956258574,BooleanType:true,Text:Walking,Text:Spanish
Text:32506400010000,Text:Postman,de.nec.nle.siafu.model.Position:36.69165789848566#-39.883663985846226,BooleanType:false,Text:Walking,Text:Russian
Text:32506400010000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506400340000,Text:Blanch,de.nec.nle.siafu.model.Position:36.24455510428399#-22.25114165951732,BooleanType:true,Text:Walking,Text:English
Text:32506400340000,Text:Wukong,de.nec.nle.siafu.model.Position:39.80968788987468#-43.14530868353042,BooleanType:true,Text:Walking,Text:English
Text:32506400340000,Text:Sheila,de.nec.nle.siafu.model.Position:36.39464248325415#-38.954415911232196,BooleanType:true,Text:Walking,Text:Spanish
Text:32506400340000,Text:Florante,de.nec.nle.siafu.model.Position:43.78702267364794#-44.19679809390759,BooleanType:true,Text:Walking,Text:English
Text:32506400340000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506400340000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.651772361748208#0.33749885291674,BooleanType:true,Text:Walking,Text:English
Text:32506400340000,Text:Meena,de.nec.nle.siafu.model.Position:17.72503358160977#-14.264866963977934,BooleanType:true,Text:Walking,Text:English
Text:32506400340000,Text:Farda,de.nec.nle.siafu.model.Position:32.65788042431859#-20.883948642793655,BooleanType:true,Text:Walking,Text:Spanish
Text:32506400340000,Text:Postman,de.nec.nle.siafu.model.Position:32.92483936901788#-34.136524101626954,BooleanType:false,Text:Walking,Text:Russian
Text:32506400340000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506400670000,Text:Blanch,de.nec.nle.siafu.model.Position:35.29118437762886#-21.375941903942763,BooleanType:true,Text:Walking,Text:English
Text:32506400670000,Text:Wukong,de.nec.nle.siafu.model.Position:40.87246872033768#-44.191929832758476,BooleanType:true,Text:Walking,Text:English
Text:32506400670000,Text:Sheila,de.nec.nle.siafu.model.Position:36.91825550229353#-39.85211662949973,BooleanType:true,Text:Walking,Text:Spanish
Text:32506400670000,Text:Florante,de.nec.nle.siafu.model.Position:45.623346315534576#-44.98640217409618,BooleanType:true,Text:Walking,Text:English
Text:32506400670000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506400670000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.456635380787581#-0.07307686535080116,BooleanType:true,Text:Walking,Text:English
Text:32506400670000,Text:Meena,de.nec.nle.siafu.model.Position:16.92017056257039#-13.854291245710394,BooleanType:true,Text:Walking,Text:English
Text:32506400670000,Text:Farda,de.nec.nle.siafu.model.Position:34.165973754781604#-21.159288542021716,BooleanType:true,Text:Walking,Text:Spanish
Text:32506400670000,Text:Postman,de.nec.nle.siafu.model.Position:34.47171436901788#-31.457336601626956,BooleanType:false,Text:Walking,Text:Russian
Text:32506400670000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506401000000,Text:Blanch,de.nec.nle.siafu.model.Position:35.056704066205235#-20.69930272298224,BooleanType:true,Text:Walking,Text:English
Text:32506401000000,Text:Wukong,de.nec.nle.siafu.model.Position:40.61465622033768#-44.63846108275848,BooleanType:true,Text:Walking,Text:English
Text:32506401000000,Text:Sheila,de.nec.nle.siafu.model.Position:38.37957914418016#-41.291220709688325,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401000000,Text:Florante,de.nec.nle.siafu.model.Position:47.3424824574212#-45.97897500428477,BooleanType:true,Text:Walking,Text:English
Text:32506401000000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506401000000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.526702154132451#0.8427166402237543,BooleanType:true,Text:Walking,Text:English
Text:32506401000000,Text:Meena,de.nec.nle.siafu.model.Position:18.615869204457027#-14.88745782589898,BooleanType:true,Text:Walking,Text:English
Text:32506401000000,Text:Farda,de.nec.nle.siafu.model.Position:34.423786254781604#-20.712757292021717,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401000000,Text:Postman,de.nec.nle.siafu.model.Position:36.331159576633624#-28.958616888933967,BooleanType:false,Text:Walking,Text:Russian
Text:32506401000000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506401330000,Text:Blanch,de.nec.nle.siafu.model.Position:33.24381792431859#-19.86910489279365,BooleanType:true,Text:Walking,Text:English
Text:32506401330000,Text:Wukong,de.nec.nle.siafu.model.Position:40.200558616529804#-44.99475843910497,BooleanType:true,Text:Walking,Text:English
Text:32506401330000,Text:Sheila,de.nec.nle.siafu.model.Position:39.9112152860668#-42.608543539876905,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401330000,Text:Florante,de.nec.nle.siafu.model.Position:48.99130609930785#-47.09332908447336,BooleanType:true,Text:Walking,Text:English
Text:32506401330000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506401330000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.104721842708827#1.1946058211842825,BooleanType:true,Text:Walking,Text:English
Text:32506401330000,Text:Meena,de.nec.nle.siafu.model.Position:20.264692846343664#-16.00181190608757,BooleanType:true,Text:Walking,Text:English
Text:32506401330000,Text:Farda,de.nec.nle.siafu.model.Position:35.1895516700131#-20.830130366635746,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401330000,Text:Postman,de.nec.nle.siafu.model.Position:39.878526029943885#-27.86745390008308,BooleanType:false,Text:Walking,Text:Russian
Text:32506401330000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506401660000,Text:Blanch,de.nec.nle.siafu.model.Position:31.594994282431962#-18.754750812605064,BooleanType:true,Text:Walking,Text:English
Text:32506401660000,Text:Wukong,de.nec.nle.siafu.model.Position:39.63017590891405#-45.260821901797954,BooleanType:true,Text:Walking,Text:English
Text:32506401660000,Text:Sheila,de.nec.nle.siafu.model.Position:40.927121116529804#-43.73635218910498,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401660000,Text:Florante,de.nec.nle.siafu.model.Position:50.530719637386596#-48.036261771008434,BooleanType:true,Text:Walking,Text:English
Text:32506401660000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506401660000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.56604548459546#-0.24449825900431144,BooleanType:true,Text:Walking,Text:English
Text:32506401660000,Text:Meena,de.nec.nle.siafu.model.Position:22.171328988230293#-16.669634736276155,BooleanType:true,Text:Walking,Text:English
Text:32506401660000,Text:Farda,de.nec.nle.siafu.model.Position:36.88525031189974#-21.863296946824335,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401660000,Text:Postman,de.nec.nle.siafu.model.Position:33.50961844335797#-21.21333686106119,BooleanType:false,Text:Walking,Text:Russian
Text:32506401660000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506401990000,Text:Blanch,de.nec.nle.siafu.model.Position:30.446240848161082#-17.49611451972349,BooleanType:true,Text:Walking,Text:English
Text:32506401990000,Text:Wukong,de.nec.nle.siafu.model.Position:38.747222993682556#-45.34641757718393,BooleanType:true,Text:Walking,Text:English
Text:32506401990000,Text:Sheila,de.nec.nle.siafu.model.Position:41.60701923937707#-44.724286801026025,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401990000,Text:Florante,de.nec.nle.siafu.model.Position:49.5382513069236#-46.86785937178038,BooleanType:true,Text:Walking,Text:English
Text:32506401990000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506401990000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.925244965556079#0.45023370926323203,BooleanType:true,Text:Walking,Text:English
Text:32506401990000,Text:Meena,de.nec.nle.siafu.model.Position:24.077965130116922#-17.337457566464742,BooleanType:true,Text:Walking,Text:English
Text:32506401990000,Text:Farda,de.nec.nle.siafu.model.Position:37.987023434746995#-22.120544058745384,BooleanType:true,Text:Walking,Text:Spanish
Text:32506401990000,Text:Postman,de.nec.nle.siafu.model.Position:30.704369282431962#-20.297313312605063,BooleanType:false,Text:Walking,Text:Russian
Text:32506401990000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506402320000,Text:Blanch,de.nec.nle.siafu.model.Position:30.704053348161082#-17.04958326972349,BooleanType:true,Text:Walking,Text:English
Text:32506402320000,Text:Wukong,de.nec.nle.siafu.model.Position:37.86427007845105#-45.43201325256989,BooleanType:true,Text:Walking,Text:English
Text:32506402320000,Text:Sheila,de.nec.nle.siafu.model.Position:43.443342881263696#-45.51389088121461,BooleanType:true,Text:Walking,Text:Spanish
Text:32506402320000,Text:Florante,de.nec.nle.siafu.model.Position:47.65505266503696#-46.159442791591786,BooleanType:true,Text:Walking,Text:English
Text:32506402320000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506402320000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.331319446516702#1.2261531775307688,BooleanType:true,Text:Walking,Text:English
Text:32506402320000,Text:Meena,de.nec.nle.siafu.model.Position:26.008038772003566#-17.96468664665333,BooleanType:true,Text:Walking,Text:English
Text:32506402320000,Text:Farda,de.nec.nle.siafu.model.Position:36.385074792860365#-20.9250024785568,BooleanType:true,Text:Walking,Text:Spanish
Text:32506402320000,Text:Postman,de.nec.nle.siafu.model.Position:39.128315407096636#-27.001300538162035,BooleanType:false,Text:Walking,Text:Russian
Text:32506402320000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506402650000,Text:Blanch,de.nec.nle.siafu.model.Position:31.89957647100833#-17.14445538164454,BooleanType:true,Text:Walking,Text:English
Text:32506402650000,Text:Wukong,de.nec.nle.siafu.model.Position:36.98131716321954#-45.51760892795586,BooleanType:true,Text:Walking,Text:English
Text:32506402650000,Text:Sheila,de.nec.nle.siafu.model.Position:44.01372558887945#-45.24782741852163,BooleanType:true,Text:Walking,Text:Spanish
Text:32506402650000,Text:Florante,de.nec.nle.siafu.model.Position:45.748416523150325#-45.4916199614032,BooleanType:true,Text:Walking,Text:English
Text:32506402650000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506402650000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.284444446516702#1.1449656775307702,BooleanType:true,Text:Walking,Text:English
Text:32506402650000,Text:Meena,de.nec.nle.siafu.model.Position:25.078105545348436#-17.048893141078775,BooleanType:true,Text:Walking,Text:English
Text:32506402650000,Text:Farda,de.nec.nle.siafu.model.Position:34.68937615097373#-19.89183589836821,BooleanType:true,Text:Walking,Text:Spanish
Text:32506402650000,Text:Postman,de.nec.nle.siafu.model.Position:35.94827686901788#-28.899930351626956,BooleanType:false,Text:Walking,Text:Russian
Text:32506402650000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506402980000,Text:Blanch,de.nec.nle.siafu.model.Position:31.22756105577683#-16.86470730703051,BooleanType:true,Text:Walking,Text:English
Text:32506402980000,Text:Wukong,de.nec.nle.siafu.model.Position:36.72350466321954#-45.96414017795586,BooleanType:true,Text:Walking,Text:English
Text:32506402980000,Text:Sheila,de.nec.nle.siafu.model.Position:44.5372332964952#-45.06295145582865,BooleanType:true,Text:Walking,Text:Spanish
Text:32506402980000,Text:Florante,de.nec.nle.siafu.model.Position:44.09181548507158#-44.75165602486812,BooleanType:true,Text:Walking,Text:English
Text:32506402980000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506402980000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.339202154132451#0.5179666402237562,BooleanType:true,Text:Walking,Text:English
Text:32506402980000,Text:Meena,de.nec.nle.siafu.model.Position:23.5933444034618#-15.650382810890193,BooleanType:true,Text:Walking,Text:English
Text:32506402980000,Text:Farda,de.nec.nle.siafu.model.Position:33.07187271670284#-19.44507460548663,BooleanType:true,Text:Walking,Text:Spanish
Text:32506402980000,Text:Postman,de.nec.nle.siafu.model.Position:40.58249352133291#-35.310254847767276,BooleanType:false,Text:Walking,Text:Russian
Text:32506402980000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506403310000,Text:Blanch,de.nec.nle.siafu.model.Position:29.719362413890195#-15.506790726841917,BooleanType:true,Text:Walking,Text:English
Text:32506403310000,Text:Wukong,de.nec.nle.siafu.model.Position:37.13770757845105#-46.690419502569895,BooleanType:true,Text:Walking,Text:English
Text:32506403310000,Text:Sheila,de.nec.nle.siafu.model.Position:46.311021834573964#-45.59994664236372,BooleanType:true,Text:Walking,Text:Spanish
Text:32506403310000,Text:Florante,de.nec.nle.siafu.model.Position:43.208862569840065#-44.837251700254086,BooleanType:true,Text:Walking,Text:English
Text:32506403310000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506403310000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.831740692211213#-0.5061535463113245,BooleanType:true,Text:Walking,Text:English
Text:32506403310000,Text:Meena,de.nec.nle.siafu.model.Position:23.53858669584605#-15.023383773583173,BooleanType:true,Text:Walking,Text:English
Text:32506403310000,Text:Farda,de.nec.nle.siafu.model.Position:31.946662093855586#-19.228421243565588,BooleanType:true,Text:Walking,Text:Spanish
Text:32506403310000,Text:Postman,de.nec.nle.siafu.model.Position:38.77780602133291#-38.43597359776727,BooleanType:false,Text:Walking,Text:Russian
Text:32506403310000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506403640000,Text:Blanch,de.nec.nle.siafu.model.Position:29.164534498658696#-15.024073902227887,BooleanType:true,Text:Walking,Text:English
Text:32506403640000,Text:Wukong,de.nec.nle.siafu.model.Position:38.13017590891405#-47.85882190179796,BooleanType:true,Text:Walking,Text:English
Text:32506403640000,Text:Sheila,de.nec.nle.siafu.model.Position:47.35025985361334#-45.60458486063126,BooleanType:true,Text:Walking,Text:Spanish
Text:32506403640000,Text:Florante,de.nec.nle.siafu.model.Position:44.00594819268733#-45.62221756217514,BooleanType:true,Text:Walking,Text:English
Text:32506403640000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506403640000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.75354548459546#0.08025174099569021,BooleanType:true,Text:Walking,Text:English
Text:32506403640000,Text:Meena,de.nec.nle.siafu.model.Position:25.23428533773268#-16.05655035377176,BooleanType:true,Text:Walking,Text:English
Text:32506403640000,Text:Farda,de.nec.nle.siafu.model.Position:30.016588451968957#-18.601192163377,BooleanType:true,Text:Walking,Text:Spanish
Text:32506403640000,Text:Postman,de.nec.nle.siafu.model.Position:34.698943841367516#-37.921249331043605,BooleanType:false,Text:Walking,Text:Russian
Text:32506403640000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506403970000,Text:Blanch,de.nec.nle.siafu.model.Position:27.96901137581144#-14.929201790306841,BooleanType:true,Text:Walking,Text:English
Text:32506403970000,Text:Wukong,de.nec.nle.siafu.model.Position:37.762847993682556#-47.051355077183935,BooleanType:true,Text:Walking,Text:English
Text:32506403970000,Text:Sheila,de.nec.nle.siafu.model.Position:47.60807235361334#-45.15805361063126,BooleanType:true,Text:Walking,Text:Spanish
Text:32506403970000,Text:Florante,de.nec.nle.siafu.model.Position:45.35775641934245#-45.80732356774969,BooleanType:true,Text:Walking,Text:English
Text:32506403970000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506403970000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.175034342708827#1.3163870711842804,BooleanType:true,Text:Walking,Text:English
Text:32506403970000,Text:Meena,de.nec.nle.siafu.model.Position:24.663902630116922#-16.322613816464745,BooleanType:true,Text:Walking,Text:English
Text:32506403970000,Text:Farda,de.nec.nle.siafu.model.Position:28.06307731008232#-18.01455683318841,BooleanType:true,Text:Walking,Text:Spanish
Text:32506403970000,Text:Postman,de.nec.nle.siafu.model.Position:33.53421436901788#-33.08108660162696,BooleanType:false,Text:Walking,Text:Russian
Text:32506403970000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506404300000,Text:Blanch,de.nec.nle.siafu.model.Position:26.92977335677206#-14.9245635720393,BooleanType:true,Text:Walking,Text:English
Text:32506404300000,Text:Wukong,de.nec.nle.siafu.model.Position:36.02027435179591#-46.099375996995335,BooleanType:true,Text:Walking,Text:English
Text:32506404300000,Text:Sheila,de.nec.nle.siafu.model.Position:47.08445933457395#-44.26035289236372,BooleanType:true,Text:Walking,Text:Spanish
Text:32506404300000,Text:Florante,de.nec.nle.siafu.model.Position:45.9281391269582#-45.54126010505671,BooleanType:true,Text:Walking,Text:English
Text:32506404300000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
